[[2013, 9, 2, 0, 0, 1.608], [116.46597549908743, 89.98957039492743], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 2.608], [116.45169183421392, 89.98949778654959], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 3.608], [116.43742661167907, 89.98942449041972], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 4.608], [116.42317981179298, 89.98935049867154], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 5.608], [116.40895137220696, 89.98927580310897], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 6.608], [116.3947412734061, 89.98920039564787], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 7.608], [116.38054948169543, 89.98912426801941], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 8.608], [116.36637594929145, 89.98904741176469], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 9.608], [116.35222067100555, 89.98896981854088], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 10.608], [116.33805118913682, 89.98889157956431], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 11.608], [116.32387878229989, 89.98881265067665], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 12.608], [116.30972418370247, 89.98873295863734], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 13.608], [116.29558736152494, 89.98865249444152], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 14.608], [116.28146828401881, 89.98857124895937], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 15.608], [116.26736691950666, 89.988489212934], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 16.608], [116.25328323638192, 89.98840637697943], [[3, 16, 19, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 17.608], [116.23921720310868, 89.98832273157863], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [], [21]]]
[[2013, 9, 2, 0, 0, 18.608], [116.22516878822152, 89.98823826708129], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 19.608], [116.21113796032529, 89.9881529737017], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 20.608], [116.1970931659316, 89.98806694882468], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 21.608], [116.18304537028433, 89.98798014433653], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 22.608], [116.16901473618793, 89.98789248087192], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 23.608], [116.15500123389302, 89.98780394804588], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 24.608], [116.14100483371466, 89.98771453532561], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 25.608], [116.12702550603215, 89.98762423202793], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 26.608], [116.11306322128884, 89.98753302731683], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 27.608], [116.09911794999202, 89.98744091020106], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 28.608], [116.08518966271279, 89.98734786953142], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 29.608], [116.07127833008582, 89.98725389399821], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 30.608], [116.05735327978017, 89.98715908757266], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 31.608], [116.04342516666723, 89.98706339768185], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 32.608], [116.0295136025873, 89.9869667382114], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 33.608], [116.01561853192332, 89.98686909694935], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 34.608], [116.00173994086468, 89.98677046179726], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 35.608], [115.98787780173718, 89.98667082038195], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 36.608], [115.97403208692451, 89.98657016014856], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 37.608], [115.96020276886803, 89.98646846835753], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 38.608], [115.94638982006676, 89.9863657320814], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 39.608], [115.9325932130771, 89.98626193820161], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 40.608], [115.91878314598357, 89.98615719783167], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 41.608], [115.90496996687656, 89.98605145334393], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 42.608], [115.89117271565324, 89.98594461083312], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
[[2013, 9, 2, 0, 0, 43.608], [115.87739136637737, 89.98583665633784], [[3, 16, 19, 14, 6, 27, 20, 23, 13, 31, 32, 21], [14], [14, 21]]]
